Randomization Ratio,Equivalence Margin,Power_-0.6,Power_-0.55,Power_-0.5,Power_-0.45,Power_-0.4,Power_-0.35,Power_-0.3,Power_-0.25,Power_-0.2,Power_-0.15,Power_-0.1,Power_-0.05,Power_0.0,Power_0.05,Power_0.1,Power_0.15,Power_0.2,Power_0.25,Power_0.3,Power_0.35,Power_0.4,Power_0.45,Power_0.5,Power_0.55,Power_0.6,TypeIError_-0.6,TypeIError_-0.55,TypeIError_-0.5,TypeIError_-0.45,TypeIError_-0.4,TypeIError_-0.35,TypeIError_-0.3,TypeIError_-0.25,TypeIError_-0.2,TypeIError_-0.15,TypeIError_-0.1,TypeIError_-0.05,TypeIError_0.0,TypeIError_0.05,TypeIError_0.1,TypeIError_0.15,TypeIError_0.2,TypeIError_0.25,TypeIError_0.3,TypeIError_0.35,TypeIError_0.4,TypeIError_0.45,TypeIError_0.5,TypeIError_0.55,TypeIError_0.6
0.675,0.2741,0.8159,0.8159,0.8159,0.816,0.8163,0.817,0.8183,0.8206,0.8242,0.8284,0.8317,0.8315,0.8256,0.8139,0.7997,0.7883,0.7836,0.7862,0.7934,0.8013,0.8078,0.8119,0.8142,0.8152,0.8156,0.0577,0.0584,0.0598,0.0622,0.0652,0.0683,0.07,0.0692,0.0657,0.0607,0.0559,0.0525,0.0513,0.0525,0.0559,0.0607,0.0657,0.0692,0.07,0.0683,0.0652,0.0622,0.0598,0.0584,0.0577
