Randomization Ratio,Equivalence Margin,Split proportion of type I error rate,Power_-0.6,Power_-0.55,Power_-0.5,Power_-0.45,Power_-0.4,Power_-0.35,Power_-0.3,Power_-0.25,Power_-0.2,Power_-0.15,Power_-0.1,Power_-0.05,Power_0.0,Power_0.05,Power_0.1,Power_0.15,Power_0.2,Power_0.25,Power_0.3,Power_0.35,Power_0.4,Power_0.45,Power_0.5,Power_0.55,Power_0.6,TypeIError_-0.6,TypeIError_-0.55,TypeIError_-0.5,TypeIError_-0.45,TypeIError_-0.4,TypeIError_-0.35,TypeIError_-0.3,TypeIError_-0.25,TypeIError_-0.2,TypeIError_-0.15,TypeIError_-0.1,TypeIError_-0.05,TypeIError_0.0,TypeIError_0.05,TypeIError_0.1,TypeIError_0.15,TypeIError_0.2,TypeIError_0.25,TypeIError_0.3,TypeIError_0.35,TypeIError_0.4,TypeIError_0.45,TypeIError_0.5,TypeIError_0.55,TypeIError_0.6
0.585,0.2906,0.7516,0.7836,0.7836,0.7836,0.7836,0.7837,0.7837,0.7842,0.7857,0.7898,0.7982,0.8111,0.8242,0.8297,0.8224,0.8051,0.7873,0.7771,0.7754,0.778,0.781,0.7827,0.7834,0.7836,0.7836,0.7836,0.0487,0.0488,0.0492,0.0505,0.0534,0.0585,0.0648,0.0695,0.0697,0.065,0.0579,0.0521,0.05,0.0521,0.0579,0.065,0.0697,0.0695,0.0648,0.0585,0.0534,0.0505,0.0492,0.0488,0.0487
