Randomization Ratio,Equivalence Margin,Split proportion of type I error rate,Power_-0.6,Power_-0.55,Power_-0.5,Power_-0.45,Power_-0.4,Power_-0.35,Power_-0.3,Power_-0.25,Power_-0.2,Power_-0.15,Power_-0.1,Power_-0.05,Power_0.0,Power_0.05,Power_0.1,Power_0.15,Power_0.2,Power_0.25,Power_0.3,Power_0.35,Power_0.4,Power_0.45,Power_0.5,Power_0.55,Power_0.6,TypeIError_-0.6,TypeIError_-0.55,TypeIError_-0.5,TypeIError_-0.45,TypeIError_-0.4,TypeIError_-0.35,TypeIError_-0.3,TypeIError_-0.25,TypeIError_-0.2,TypeIError_-0.15,TypeIError_-0.1,TypeIError_-0.05,TypeIError_0.0,TypeIError_0.05,TypeIError_0.1,TypeIError_0.15,TypeIError_0.2,TypeIError_0.25,TypeIError_0.3,TypeIError_0.35,TypeIError_0.4,TypeIError_0.45,TypeIError_0.5,TypeIError_0.55,TypeIError_0.6
0.53,0.283,0.6461,0.7854,0.7854,0.7854,0.7854,0.7854,0.7855,0.786,0.7879,0.7928,0.8026,0.8172,0.8319,0.8387,0.8323,0.8154,0.7972,0.7854,0.7815,0.7821,0.7837,0.7848,0.7852,0.7853,0.7854,0.7854,0.0451,0.0451,0.0454,0.0464,0.0488,0.0536,0.0602,0.0664,0.0687,0.0656,0.0589,0.0525,0.05,0.0525,0.0589,0.0656,0.0687,0.0664,0.0602,0.0536,0.0488,0.0464,0.0454,0.0451,0.0451
