Randomization Ratio,Equivalence Margin,Split proportion of type I error rate,Power_-0.6,Power_-0.55,Power_-0.5,Power_-0.45,Power_-0.4,Power_-0.35,Power_-0.3,Power_-0.25,Power_-0.2,Power_-0.15,Power_-0.1,Power_-0.05,Power_0.0,Power_0.05,Power_0.1,Power_0.15,Power_0.2,Power_0.25,Power_0.3,Power_0.35,Power_0.4,Power_0.45,Power_0.5,Power_0.55,Power_0.6,TypeIError_-0.6,TypeIError_-0.55,TypeIError_-0.5,TypeIError_-0.45,TypeIError_-0.4,TypeIError_-0.35,TypeIError_-0.3,TypeIError_-0.25,TypeIError_-0.2,TypeIError_-0.15,TypeIError_-0.1,TypeIError_-0.05,TypeIError_0.0,TypeIError_0.05,TypeIError_0.1,TypeIError_0.15,TypeIError_0.2,TypeIError_0.25,TypeIError_0.3,TypeIError_0.35,TypeIError_0.4,TypeIError_0.45,TypeIError_0.5,TypeIError_0.55,TypeIError_0.6
0.605,0.281,0.7945,0.7759,0.7759,0.7759,0.7759,0.7759,0.776,0.7763,0.7775,0.7808,0.7879,0.7995,0.8121,0.819,0.8145,0.8004,0.7845,0.7744,0.7714,0.7724,0.7742,0.7753,0.7758,0.7759,0.7759,0.7759,0.0483,0.0484,0.0488,0.0499,0.0524,0.0568,0.0623,0.0664,0.0665,0.0625,0.0565,0.0518,0.05,0.0518,0.0565,0.0625,0.0665,0.0664,0.0623,0.0568,0.0524,0.0499,0.0488,0.0484,0.0483
