Split ratio between stage 1 and stage 2,Randomization Ratio,Equivalence Margin,Split proportion of type I error rate,Power_-0.6,Power_-0.55,Power_-0.5,Power_-0.45,Power_-0.4,Power_-0.35,Power_-0.3,Power_-0.25,Power_-0.2,Power_-0.15,Power_-0.1,Power_-0.05,Power_0.0,Power_0.05,Power_0.1,Power_0.15,Power_0.2,Power_0.25,Power_0.3,Power_0.35,Power_0.4,Power_0.45,Power_0.5,Power_0.55,Power_0.6,TypeIError_-0.6,TypeIError_-0.55,TypeIError_-0.5,TypeIError_-0.45,TypeIError_-0.4,TypeIError_-0.35,TypeIError_-0.3,TypeIError_-0.25,TypeIError_-0.2,TypeIError_-0.15,TypeIError_-0.1,TypeIError_-0.05,TypeIError_0.0,TypeIError_0.05,TypeIError_0.1,TypeIError_0.15,TypeIError_0.2,TypeIError_0.25,TypeIError_0.3,TypeIError_0.35,TypeIError_0.4,TypeIError_0.45,TypeIError_0.5,TypeIError_0.55,TypeIError_0.6
0.875,0.76,0.2779,0.6806,0.7971,0.7971,0.7971,0.7971,0.7971,0.7974,0.7981,0.8004,0.8055,0.8146,0.8265,0.8367,0.8385,0.8286,0.8107,0.7937,0.7847,0.7842,0.7883,0.7926,0.7953,0.7965,0.7969,0.797,0.7971,0.0488,0.0489,0.0493,0.0505,0.0532,0.0578,0.0637,0.0686,0.0696,0.0657,0.0588,0.0525,0.05,0.0525,0.0588,0.0657,0.0696,0.0686,0.0637,0.0578,0.0532,0.0505,0.0493,0.0489,0.0488
