Split ratio between stage 1 and stage 2,Randomization Ratio,Equivalence Margin,Power_-0.6,Power_-0.55,Power_-0.5,Power_-0.45,Power_-0.4,Power_-0.35,Power_-0.3,Power_-0.25,Power_-0.2,Power_-0.15,Power_-0.1,Power_-0.05,Power_0.0,Power_0.05,Power_0.1,Power_0.15,Power_0.2,Power_0.25,Power_0.3,Power_0.35,Power_0.4,Power_0.45,Power_0.5,Power_0.55,Power_0.6,TypeIError_-0.6,TypeIError_-0.55,TypeIError_-0.5,TypeIError_-0.45,TypeIError_-0.4,TypeIError_-0.35,TypeIError_-0.3,TypeIError_-0.25,TypeIError_-0.2,TypeIError_-0.15,TypeIError_-0.1,TypeIError_-0.05,TypeIError_0.0,TypeIError_0.05,TypeIError_0.1,TypeIError_0.15,TypeIError_0.2,TypeIError_0.25,TypeIError_0.3,TypeIError_0.35,TypeIError_0.4,TypeIError_0.45,TypeIError_0.5,TypeIError_0.55,TypeIError_0.6
0.9,0.9,0.2725,0.8184,0.8184,0.8184,0.8184,0.8185,0.8186,0.819,0.8204,0.8236,0.8288,0.8347,0.8367,0.8301,0.8147,0.7971,0.7865,0.7871,0.7956,0.8056,0.8127,0.8164,0.8178,0.8183,0.8184,0.8184,0.0585,0.0585,0.0588,0.0596,0.0613,0.0642,0.0676,0.0698,0.0688,0.0644,0.0584,0.0535,0.0517,0.0535,0.0584,0.0644,0.0688,0.0698,0.0676,0.0642,0.0613,0.0596,0.0588,0.0585,0.0585
