Split ratio between stage 1 and stage 2,Randomization Ratio,Equivalence Margin,Power_-0.6,Power_-0.55,Power_-0.5,Power_-0.45,Power_-0.4,Power_-0.35,Power_-0.3,Power_-0.25,Power_-0.2,Power_-0.15,Power_-0.1,Power_-0.05,Power_0.0,Power_0.05,Power_0.1,Power_0.15,Power_0.2,Power_0.25,Power_0.3,Power_0.35,Power_0.4,Power_0.45,Power_0.5,Power_0.55,Power_0.6,TypeIError_-0.6,TypeIError_-0.55,TypeIError_-0.5,TypeIError_-0.45,TypeIError_-0.4,TypeIError_-0.35,TypeIError_-0.3,TypeIError_-0.25,TypeIError_-0.2,TypeIError_-0.15,TypeIError_-0.1,TypeIError_-0.05,TypeIError_0.0,TypeIError_0.05,TypeIError_0.1,TypeIError_0.15,TypeIError_0.2,TypeIError_0.25,TypeIError_0.3,TypeIError_0.35,TypeIError_0.4,TypeIError_0.45,TypeIError_0.5,TypeIError_0.55,TypeIError_0.6
0.635,0.8031,0.2516,0.7856,0.7856,0.7856,0.7857,0.7858,0.7861,0.787,0.7891,0.7931,0.7998,0.8086,0.8173,0.8221,0.8198,0.8101,0.7972,0.7864,0.7808,0.78,0.7816,0.7835,0.7847,0.7853,0.7855,0.7856,0.0445,0.0448,0.0455,0.0472,0.0506,0.0558,0.062,0.067,0.0682,0.0647,0.0583,0.0524,0.05,0.0524,0.0583,0.0647,0.0682,0.067,0.062,0.0558,0.0506,0.0472,0.0455,0.0448,0.0445
