Split ratio between stage 1 and stage 2,Randomization Ratio,Equivalence Margin,Split proportion of type I error rate,Power_-0.6,Power_-0.55,Power_-0.5,Power_-0.45,Power_-0.4,Power_-0.35,Power_-0.3,Power_-0.25,Power_-0.2,Power_-0.15,Power_-0.1,Power_-0.05,Power_0.0,Power_0.05,Power_0.1,Power_0.15,Power_0.2,Power_0.25,Power_0.3,Power_0.35,Power_0.4,Power_0.45,Power_0.5,Power_0.55,Power_0.6,TypeIError_-0.6,TypeIError_-0.55,TypeIError_-0.5,TypeIError_-0.45,TypeIError_-0.4,TypeIError_-0.35,TypeIError_-0.3,TypeIError_-0.25,TypeIError_-0.2,TypeIError_-0.15,TypeIError_-0.1,TypeIError_-0.05,TypeIError_0.0,TypeIError_0.05,TypeIError_0.1,TypeIError_0.15,TypeIError_0.2,TypeIError_0.25,TypeIError_0.3,TypeIError_0.35,TypeIError_0.4,TypeIError_0.45,TypeIError_0.5,TypeIError_0.55,TypeIError_0.6
0.9,0.8056,0.2761,0.6412,0.7887,0.7887,0.7887,0.7888,0.7888,0.789,0.7898,0.7921,0.7975,0.8075,0.8213,0.8343,0.8392,0.8315,0.8142,0.7959,0.7844,0.7811,0.7829,0.7856,0.7875,0.7884,0.7887,0.7887,0.7887,0.0456,0.0457,0.046,0.0472,0.0498,0.0546,0.0611,0.067,0.0692,0.066,0.0591,0.0526,0.05,0.0526,0.0591,0.066,0.0692,0.067,0.0611,0.0546,0.0498,0.0472,0.046,0.0457,0.0456
