Randomization Ratio,Equivalence Margin,Power_-0.6,Power_-0.55,Power_-0.5,Power_-0.45,Power_-0.4,Power_-0.35,Power_-0.3,Power_-0.25,Power_-0.2,Power_-0.15,Power_-0.1,Power_-0.05,Power_0.0,Power_0.05,Power_0.1,Power_0.15,Power_0.2,Power_0.25,Power_0.3,Power_0.35,Power_0.4,Power_0.45,Power_0.5,Power_0.55,Power_0.6,TypeIError_-0.6,TypeIError_-0.55,TypeIError_-0.5,TypeIError_-0.45,TypeIError_-0.4,TypeIError_-0.35,TypeIError_-0.3,TypeIError_-0.25,TypeIError_-0.2,TypeIError_-0.15,TypeIError_-0.1,TypeIError_-0.05,TypeIError_0.0,TypeIError_0.05,TypeIError_0.1,TypeIError_0.15,TypeIError_0.2,TypeIError_0.25,TypeIError_0.3,TypeIError_0.35,TypeIError_0.4,TypeIError_0.45,TypeIError_0.5,TypeIError_0.55,TypeIError_0.6
0.535,0.3271,0.7884,0.7885,0.7887,0.7892,0.7901,0.7917,0.7944,0.7986,0.8041,0.8106,0.817,0.8214,0.8221,0.8181,0.8096,0.7987,0.7882,0.7806,0.7769,0.7769,0.779,0.7818,0.7843,0.7862,0.7873,0.0479,0.0502,0.0535,0.058,0.063,0.0674,0.07,0.0697,0.0665,0.0613,0.0557,0.0516,0.05,0.0516,0.0557,0.0613,0.0665,0.0697,0.07,0.0674,0.063,0.058,0.0535,0.0502,0.0479
