Randomization Ratio,Equivalence Margin,Power_-0.6,Power_-0.55,Power_-0.5,Power_-0.45,Power_-0.4,Power_-0.35,Power_-0.3,Power_-0.25,Power_-0.2,Power_-0.15,Power_-0.1,Power_-0.05,Power_0.0,Power_0.05,Power_0.1,Power_0.15,Power_0.2,Power_0.25,Power_0.3,Power_0.35,Power_0.4,Power_0.45,Power_0.5,Power_0.55,Power_0.6,TypeIError_-0.6,TypeIError_-0.55,TypeIError_-0.5,TypeIError_-0.45,TypeIError_-0.4,TypeIError_-0.35,TypeIError_-0.3,TypeIError_-0.25,TypeIError_-0.2,TypeIError_-0.15,TypeIError_-0.1,TypeIError_-0.05,TypeIError_0.0,TypeIError_0.05,TypeIError_0.1,TypeIError_0.15,TypeIError_0.2,TypeIError_0.25,TypeIError_0.3,TypeIError_0.35,TypeIError_0.4,TypeIError_0.45,TypeIError_0.5,TypeIError_0.55,TypeIError_0.6
0.55,0.3182,0.7886,0.7887,0.7889,0.7893,0.7902,0.7918,0.7945,0.7985,0.804,0.8105,0.8168,0.8213,0.8221,0.8182,0.8099,0.7991,0.7887,0.7811,0.7774,0.7773,0.7794,0.7821,0.7846,0.7864,0.7875,0.048,0.0502,0.0535,0.058,0.063,0.0674,0.07,0.0698,0.0666,0.0613,0.0558,0.0516,0.05,0.0516,0.0558,0.0613,0.0666,0.0698,0.07,0.0674,0.063,0.058,0.0535,0.0502,0.048
