Randomization Ratio,Equivalence Margin,Split Proportion,Power_-0.6,Power_-0.55,Power_-0.5,Power_-0.45,Power_-0.4,Power_-0.35,Power_-0.3,Power_-0.25,Power_-0.2,Power_-0.15,Power_-0.1,Power_-0.05,Power_0.0,Power_0.05,Power_0.1,Power_0.15,Power_0.2,Power_0.25,Power_0.3,Power_0.35,Power_0.4,Power_0.45,Power_0.5,Power_0.55,Power_0.6,TypeIError_-0.6,TypeIError_-0.55,TypeIError_-0.5,TypeIError_-0.45,TypeIError_-0.4,TypeIError_-0.35,TypeIError_-0.3,TypeIError_-0.25,TypeIError_-0.2,TypeIError_-0.15,TypeIError_-0.1,TypeIError_-0.05,TypeIError_0.0,TypeIError_0.05,TypeIError_0.1,TypeIError_0.15,TypeIError_0.2,TypeIError_0.25,TypeIError_0.3,TypeIError_0.35,TypeIError_0.4,TypeIError_0.45,TypeIError_0.5,TypeIError_0.55,TypeIError_0.6
0.61,0.2887,0.765,0.7933,0.7933,0.7933,0.7933,0.7933,0.7934,0.7937,0.7948,0.7981,0.8055,0.8177,0.8317,0.8407,0.8383,0.8246,0.8074,0.7948,0.7898,0.7899,0.7914,0.7926,0.7931,0.7933,0.7933,0.7933,0.0473,0.0474,0.0479,0.0492,0.0523,0.0577,0.0643,0.0693,0.0696,0.0649,0.0579,0.0521,0.05,0.0521,0.0579,0.0649,0.0696,0.0693,0.0643,0.0577,0.0523,0.0492,0.0479,0.0474,0.0473
