Randomization Ratio,Equivalence Margin,Split Proportion,Power_-0.6,Power_-0.55,Power_-0.5,Power_-0.45,Power_-0.4,Power_-0.35,Power_-0.3,Power_-0.25,Power_-0.2,Power_-0.15,Power_-0.1,Power_-0.05,Power_0.0,Power_0.05,Power_0.1,Power_0.15,Power_0.2,Power_0.25,Power_0.3,Power_0.35,Power_0.4,Power_0.45,Power_0.5,Power_0.55,Power_0.6,TypeIError_-0.6,TypeIError_-0.55,TypeIError_-0.5,TypeIError_-0.45,TypeIError_-0.4,TypeIError_-0.35,TypeIError_-0.3,TypeIError_-0.25,TypeIError_-0.2,TypeIError_-0.15,TypeIError_-0.1,TypeIError_-0.05,TypeIError_0.0,TypeIError_0.05,TypeIError_0.1,TypeIError_0.15,TypeIError_0.2,TypeIError_0.25,TypeIError_0.3,TypeIError_0.35,TypeIError_0.4,TypeIError_0.45,TypeIError_0.5,TypeIError_0.55,TypeIError_0.6
0.33,0.3241,0.0863,0.6206,0.6206,0.6207,0.621,0.6223,0.6268,0.6392,0.6653,0.7086,0.7637,0.8156,0.8472,0.849,0.8231,0.7794,0.7304,0.6867,0.6547,0.6354,0.626,0.6222,0.621,0.6207,0.6206,0.6206,0.0127,0.0129,0.0137,0.0161,0.022,0.0327,0.0475,0.0618,0.07,0.0691,0.0616,0.0534,0.05,0.0534,0.0616,0.0691,0.07,0.0618,0.0475,0.0327,0.022,0.0161,0.0137,0.0129,0.0127
