Split ratio between stage 1 and stage 2,Randomization Ratio,Equivalence Margin,Power_-0.6,Power_-0.55,Power_-0.5,Power_-0.45,Power_-0.4,Power_-0.35,Power_-0.3,Power_-0.25,Power_-0.2,Power_-0.15,Power_-0.1,Power_-0.05,Power_0.0,Power_0.05,Power_0.1,Power_0.15,Power_0.2,Power_0.25,Power_0.3,Power_0.35,Power_0.4,Power_0.45,Power_0.5,Power_0.55,Power_0.6,TypeIError_-0.6,TypeIError_-0.55,TypeIError_-0.5,TypeIError_-0.45,TypeIError_-0.4,TypeIError_-0.35,TypeIError_-0.3,TypeIError_-0.25,TypeIError_-0.2,TypeIError_-0.15,TypeIError_-0.1,TypeIError_-0.05,TypeIError_0.0,TypeIError_0.05,TypeIError_0.1,TypeIError_0.15,TypeIError_0.2,TypeIError_0.25,TypeIError_0.3,TypeIError_0.35,TypeIError_0.4,TypeIError_0.45,TypeIError_0.5,TypeIError_0.55,TypeIError_0.6
0.89,0.7416,0.3244,0.8,0.8,0.8,0.8001,0.8003,0.801,0.8026,0.8062,0.8126,0.8217,0.8316,0.8385,0.8382,0.8291,0.8137,0.7979,0.7872,0.7838,0.7861,0.7907,0.795,0.7977,0.7991,0.7997,0.7999,0.0503,0.0509,0.0523,0.055,0.0591,0.064,0.0683,0.07,0.068,0.063,0.0568,0.0519,0.05,0.0519,0.0568,0.063,0.068,0.07,0.0683,0.064,0.0591,0.055,0.0523,0.0509,0.0503
