Split ratio between stage 1 and stage 2,Randomization Ratio,Equivalence Margin,Split proportion of type I error rate,Power_-0.6,Power_-0.55,Power_-0.5,Power_-0.45,Power_-0.4,Power_-0.35,Power_-0.3,Power_-0.25,Power_-0.2,Power_-0.15,Power_-0.1,Power_-0.05,Power_0.0,Power_0.05,Power_0.1,Power_0.15,Power_0.2,Power_0.25,Power_0.3,Power_0.35,Power_0.4,Power_0.45,Power_0.5,Power_0.55,Power_0.6,TypeIError_-0.6,TypeIError_-0.55,TypeIError_-0.5,TypeIError_-0.45,TypeIError_-0.4,TypeIError_-0.35,TypeIError_-0.3,TypeIError_-0.25,TypeIError_-0.2,TypeIError_-0.15,TypeIError_-0.1,TypeIError_-0.05,TypeIError_0.0,TypeIError_0.05,TypeIError_0.1,TypeIError_0.15,TypeIError_0.2,TypeIError_0.25,TypeIError_0.3,TypeIError_0.35,TypeIError_0.4,TypeIError_0.45,TypeIError_0.5,TypeIError_0.55,TypeIError_0.6
0.5,0.33,0.5226,0.4458,0.7715,0.7715,0.7715,0.7716,0.7718,0.7726,0.7748,0.7799,0.7896,0.8045,0.8224,0.838,0.845,0.8398,0.8241,0.8043,0.787,0.776,0.7711,0.77,0.7704,0.771,0.7713,0.7714,0.7715,0.0399,0.0404,0.0419,0.045,0.0503,0.0576,0.065,0.0698,0.07,0.0654,0.0584,0.0524,0.05,0.0524,0.0584,0.0654,0.07,0.0698,0.065,0.0576,0.0503,0.045,0.0419,0.0404,0.0399
